Student_ID,Age,Gender,Year_of_Study,Average_Screen_Time_per_Day,Main_Purpose_of_Use,Number_of_Social_Media_Apps,Daily_Social_Media_Usage_Hours,Mobile_Usage_Before_Sleep,Sleep_Hours_Per_Night,Academic_Performance_CGPA,Anxiety_Level,Stress_Level,Participation_in_Physical_Activities,Feelings_of_Loneliness,Family_Background,Hostel_or_Day_Scholar,Has_Smartphone_Since,Expenditure_on_Mobile_Per_Month,Attempts_to_Reduce_Usage,Self_Reported_Addiction_Level,Favorite_App,Average_YouTube_Watch_Time_Per_Day,Gaming_Hours_Per_Week,TikTok_Reels_Usage_Hours_Per_Day,Daily_Number_of_Mobile_Unlocks,Notifications_Received_Per_Day,FOMO_Level,Self_Control_Rating_Out_of_10,Parental_Restrictions,Previous_Attempts_to_Quit_Social_Media,Mindfulness_Practice,Physical_Exercise_Hours_Per_Week,Relationship_Status,Part_Time_Job,Average_Data_Consumption_Per_Day_GB,Preferred_Screen_Brightness_Percentage,Preferred_Device_Brand,Peer_Pressure_Experience,Depression_Symptoms,Hours_Spent_on_Online_Shopping_Per_Week,Involvement_in_Student_Organizations,Daily_Whatsapp_Messages_Sent,Screen_Time_on_Weekends,Screen_Time_on_Weekdays,Usage_of_Productivity_Apps,Time_Spent_on_Educational_Content_Per_Week,Average_Battery_Consumption_Per_Day_Percentage,Participates_in_Digital_Detox_Camps,Uses_Screen_Time_Management_Apps
S0268,25,Female,3rd,6.1,Social Media,8,5.2,86,4.6,9.44,Moderate,High,No,Often,Urban,Hostel,3,221,No,Severe,Telegram,2.2,2.8,0.8,87,252,Low,3.1,Yes,Yes,Yes,3.7,In a Relationship,Yes,3.51,94,Apple,Never,Mild,0.1,Yes,56,2.3,6.3,Yes,4.1,73,No,No
S0269,24,Male,2nd,6.8,Entertainment,3,2.0,96,7.2,5.2,High,Low,No,Often,Urban,Day Scholar,6,786,Yes,Severe,Telegram,1.2,2.4,0.0,65,179,High,9.1,No,Yes,No,1.4,Single,No,2.82,51,Apple,Always,None,0.8,No,441,8.2,3.4,No,6.2,73,Yes,No
S0270,20,Female,4th,4.7,Gaming,9,0.8,82,5.7,9.57,Low,Moderate,No,Never,Urban,Hostel,5,612,No,None,WhatsApp,2.1,2.8,1.2,57,290,Low,1.4,Yes,Yes,Yes,2.3,In a Relationship,No,4.54,70,Other,Rarely,Mild,1.9,Yes,147,7.1,5.0,Yes,1.1,66,Yes,No
S0271,23,Female,3rd,8.5,Social Media,7,4.6,90,6.8,9.16,Low,Low,Yes,Sometimes,Rural,Day Scholar,5,1089,No,Mild,WhatsApp,1.6,4.0,0.7,97,183,Low,2.8,No,Yes,No,2.4,Single,No,2.55,88,Samsung,Never,Moderate,3.1,No,425,7.2,8.4,Yes,1.6,36,Yes,No
S0272,25,Other,1st,8.5,Social Media,8,2.4,75,6.3,6.49,Low,High,Yes,Sometimes,Rural,Hostel,3,540,Yes,Moderate,WhatsApp,2.0,4.2,1.6,32,206,Moderate,7.8,No,Yes,No,2.5,Complicated,No,3.72,34,Xiaomi,Rarely,Moderate,1.5,No,458,6.6,4.8,Yes,4.9,53,Yes,Yes
S0273,25,Female,1st,6.6,Gaming,9,2.7,28,7.8,8.95,Moderate,Low,Yes,Never,Urban,Hostel,9,1161,Yes,Moderate,Snapchat,1.6,3.0,1.2,131,218,High,7.4,Yes,Yes,No,0.2,Complicated,No,1.91,72,Apple,Rarely,None,2.6,No,33,6.1,7.4,No,3.1,70,Yes,Yes
S0274,25,Other,1st,6.3,Gaming,8,2.6,92,5.6,5.16,High,High,Yes,Often,Urban,Hostel,8,801,Yes,Severe,Facebook,2.1,2.7,1.6,130,228,High,3.6,No,No,No,0.0,Single,No,2.04,90,Xiaomi,Often,None,1.2,Yes,38,5.0,6.5,No,4.3,99,Yes,No
S0275,18,Female,4th,5.4,Entertainment,9,2.4,16,7.1,9.83,Moderate,Low,No,Often,Rural,Day Scholar,2,690,Yes,Severe,Instagram,1.6,4.3,0.5,136,182,Moderate,1.6,No,No,Yes,1.1,Complicated,Yes,2.5,88,Xiaomi,Rarely,Mild,1.5,No,144,8.6,6.8,Yes,4.8,47,Yes,No
S0276,21,Female,2nd,6.8,Social Media,8,2.2,72,6.2,7.63,High,Moderate,Yes,Often,Rural,Day Scholar,3,1468,Yes,Severe,Telegram,0.8,5.5,1.5,118,218,High,8.7,No,Yes,No,2.6,Single,Yes,2.22,34,Other,Rarely,None,2.2,No,360,1.6,7.0,Yes,4.9,89,Yes,Yes
S0277,18,Female,1st,5.0,Social Media,7,2.0,51,6.3,6.52,Low,Low,Yes,Sometimes,Rural,Day Scholar,3,1461,Yes,Moderate,YouTube,2.2,4.1,2.1,70,111,High,3.8,Yes,No,Yes,0.9,Single,No,2.02,49,Samsung,Never,None,2.0,No,410,7.9,6.0,Yes,0.0,81,No,Yes
S0278,23,Other,4th,2.7,Study,3,3.1,51,6.3,6.81,Moderate,Moderate,Yes,Sometimes,Urban,Hostel,5,1825,No,Severe,Telegram,1.0,8.5,1.4,64,207,Low,2.8,No,Yes,No,1.5,Complicated,No,1.2,97,Other,Never,Severe,2.0,No,359,4.0,5.1,Yes,4.4,78,Yes,Yes
S0279,18,Other,3rd,1.9,Social Media,8,2.6,68,5.7,5.33,Low,High,Yes,Sometimes,Urban,Day Scholar,4,1307,Yes,Moderate,Instagram,2.1,6.5,1.4,122,298,Low,5.6,Yes,No,Yes,5.2,Single,Yes,4.35,43,Apple,Never,None,0.9,Yes,290,9.6,4.9,Yes,1.7,96,Yes,No
S0280,19,Male,2nd,4.8,Entertainment,8,3.7,29,6.5,9.95,Moderate,Moderate,No,Sometimes,Urban,Day Scholar,2,166,Yes,Moderate,WhatsApp,1.5,0.2,1.1,134,152,Low,9.2,Yes,Yes,Yes,0.0,Single,Yes,1.26,54,Samsung,Always,Moderate,3.2,Yes,485,6.3,5.5,Yes,3.5,74,Yes,No
S0281,21,Other,3rd,6.2,Study,4,3.5,82,6.4,5.2,Low,High,Yes,Sometimes,Urban,Day Scholar,5,116,Yes,Mild,Telegram,2.1,6.6,0.7,122,239,High,1.4,No,Yes,Yes,0.9,Single,No,4.55,88,OnePlus,Always,Mild,3.2,Yes,301,8.1,7.9,No,2.1,38,No,Yes
S0282,21,Other,4th,6.5,Study,5,2.1,26,6.7,8.27,Moderate,High,Yes,Never,Rural,Day Scholar,7,1506,Yes,Mild,Facebook,2.1,6.8,1.4,105,149,High,7.9,Yes,Yes,Yes,4.8,Complicated,Yes,1.5,31,Samsung,Never,None,3.2,No,198,7.4,4.0,No,2.2,55,No,No
S0283,23,Other,1st,5.3,Study,7,3.1,36,6.6,7.21,Moderate,Moderate,Yes,Sometimes,Rural,Hostel,3,467,No,Mild,Facebook,1.7,3.7,0.2,128,204,High,6.2,Yes,No,Yes,1.9,Complicated,No,1.26,65,Other,Always,Severe,1.3,No,80,9.4,5.5,Yes,1.8,55,Yes,No
S0284,24,Other,1st,6.2,Gaming,9,2.6,56,7.3,9.74,High,Moderate,No,Often,Rural,Hostel,9,1003,Yes,Severe,Snapchat,1.8,0.5,0.8,113,227,High,4.8,Yes,Yes,Yes,0.9,Complicated,No,3.25,88,Other,Often,Mild,2.1,Yes,428,10.7,3.7,No,4.5,59,Yes,Yes
S0285,19,Male,4th,5.6,Gaming,7,2.0,11,7.4,6.23,Low,Low,Yes,Sometimes,Urban,Day Scholar,4,1439,Yes,Moderate,Telegram,1.7,5.0,0.1,110,259,Moderate,7.7,Yes,Yes,Yes,3.8,Complicated,Yes,3.01,55,Xiaomi,Always,Mild,1.5,Yes,385,9.3,5.1,Yes,2.7,56,No,Yes
S0286,20,Other,1st,4.5,Social Media,6,3.7,72,5.4,7.66,High,Low,Yes,Never,Rural,Hostel,2,1620,No,Severe,WhatsApp,0.5,5.0,0.6,146,101,Moderate,9.7,Yes,No,Yes,2.1,Complicated,No,2.96,67,OnePlus,Often,Mild,1.0,No,477,8.2,5.8,Yes,2.5,33,Yes,Yes
S0287,18,Female,2nd,5.9,Study,9,2.9,71,7.4,7.41,High,Moderate,Yes,Often,Rural,Hostel,6,1931,No,Moderate,YouTube,1.6,1.6,1.3,105,98,High,3.1,No,No,Yes,1.5,In a Relationship,No,3.3,86,Samsung,Never,Severe,2.3,No,215,6.4,8.1,No,2.3,80,No,No
S0288,22,Female,4th,7.2,Entertainment,7,2.6,109,5.3,8.51,Low,Moderate,No,Never,Rural,Hostel,2,820,No,Mild,Snapchat,0.9,0.6,1.3,79,239,Low,2.3,No,Yes,Yes,2.3,In a Relationship,No,2.15,73,OnePlus,Never,Moderate,-0.1,Yes,251,8.0,8.3,Yes,4.2,99,Yes,Yes
S0289,18,Other,3rd,4.6,Gaming,3,2.1,28,7.1,5.34,Moderate,Moderate,No,Often,Rural,Hostel,2,1468,Yes,Mild,WhatsApp,1.6,4.7,1.0,129,149,Low,9.2,Yes,No,No,1.0,Single,No,3.65,55,Xiaomi,Always,Severe,2.8,Yes,315,9.1,3.3,No,1.3,39,Yes,Yes
S0290,25,Other,4th,4.6,Entertainment,9,2.0,26,7.1,5.97,High,Moderate,Yes,Sometimes,Rural,Hostel,8,1057,No,Severe,Snapchat,0.9,4.3,1.1,103,237,Moderate,7.0,Yes,No,Yes,0.5,In a Relationship,Yes,3.01,71,OnePlus,Never,Severe,0.8,No,193,6.2,3.7,Yes,6.2,65,No,Yes
S0291,18,Female,2nd,4.4,Entertainment,9,5.0,78,4.6,6.07,Low,High,Yes,Never,Urban,Day Scholar,3,1676,No,Moderate,Telegram,0.9,3.7,0.1,111,175,Moderate,4.9,No,Yes,Yes,1.8,Complicated,Yes,2.34,41,OnePlus,Never,Mild,1.7,Yes,487,7.1,5.8,Yes,1.7,75,No,No
S0292,20,Female,2nd,3.1,Gaming,7,3.3,48,6.6,8.69,Moderate,Moderate,No,Often,Rural,Hostel,3,1007,No,Severe,Instagram,2.3,4.7,0.8,59,167,High,6.2,No,Yes,Yes,0.5,Complicated,Yes,4.31,57,Samsung,Rarely,Severe,-0.3,Yes,137,5.5,7.1,No,2.1,35,No,No
S0293,18,Male,4th,5.3,Gaming,9,1.9,91,6.0,5.95,High,Moderate,No,Sometimes,Rural,Day Scholar,6,1088,Yes,None,Telegram,2.0,1.7,0.7,101,257,High,7.7,No,Yes,No,2.0,Complicated,No,3.91,81,OnePlus,Never,Mild,3.8,No,458,8.7,3.6,No,3.0,99,No,No
S0294,19,Female,4th,7.1,Gaming,4,3.3,80,5.7,7.87,High,Moderate,No,Often,Urban,Day Scholar,6,572,Yes,Severe,WhatsApp,1.5,3.7,0.7,134,103,High,8.0,Yes,Yes,No,2.5,Single,Yes,2.57,84,Xiaomi,Rarely,None,2.7,Yes,239,8.0,5.4,No,3.9,32,No,Yes
S0295,19,Female,1st,6.3,Gaming,5,4.1,90,7.9,6.08,High,Moderate,No,Never,Urban,Day Scholar,6,214,No,Mild,YouTube,1.6,6.6,1.3,144,168,High,9.3,Yes,No,Yes,3.3,Single,Yes,4.39,22,Apple,Never,None,2.1,Yes,50,4.5,7.6,Yes,2.6,79,No,No
S0296,21,Other,2nd,5.7,Study,9,3.2,48,5.8,9.31,Moderate,High,No,Never,Rural,Hostel,5,199,Yes,Moderate,YouTube,1.4,4.0,0.6,106,182,High,4.8,No,Yes,Yes,3.7,Single,Yes,4.68,27,Apple,Often,Severe,1.3,No,290,7.7,7.7,No,2.5,71,No,No
S0297,23,Female,4th,6.2,Study,5,4.4,45,5.7,9.71,High,Low,Yes,Never,Rural,Hostel,5,537,Yes,Moderate,WhatsApp,1.8,-0.0,0.7,124,186,Low,3.6,Yes,Yes,No,1.4,Single,No,3.15,58,Other,Often,Moderate,0.9,Yes,171,6.6,5.5,Yes,5.2,83,No,Yes
S0298,24,Male,4th,5.3,Study,7,1.5,49,6.6,7.59,Moderate,Low,Yes,Never,Rural,Hostel,3,1468,Yes,Severe,Snapchat,1.2,3.6,-0.0,99,211,Low,6.8,No,Yes,Yes,2.7,Single,No,1.86,37,Apple,Never,Mild,1.8,No,401,7.3,3.0,Yes,0.0,68,No,No
S0299,22,Female,2nd,3.1,Study,8,1.0,54,7.2,6.76,High,Low,Yes,Sometimes,Rural,Hostel,3,448,Yes,Mild,Facebook,2.0,1.8,0.9,83,147,High,4.7,No,No,Yes,2.7,Single,No,4.66,22,Samsung,Often,Severe,2.3,Yes,321,5.6,7.6,No,1.8,84,Yes,No
S0300,25,Other,4th,7.2,Social Media,2,3.3,13,6.4,6.17,Low,Low,Yes,Often,Urban,Day Scholar,6,238,Yes,None,WhatsApp,1.4,5.8,0.5,100,85,Low,6.4,Yes,Yes,No,2.5,In a Relationship,No,1.76,37,Other,Often,Severe,1.8,Yes,349,9.6,4.6,Yes,1.3,40,Yes,No
S0301,18,Other,1st,7.6,Study,2,3.3,111,7.7,5.25,High,Low,No,Sometimes,Rural,Day Scholar,5,927,No,Severe,Telegram,1.3,6.0,1.0,114,272,High,4.8,No,Yes,No,1.3,Complicated,No,1.19,99,Apple,Often,Moderate,2.5,No,167,5.7,6.8,No,2.2,59,Yes,No
S0302,18,Female,2nd,4.9,Gaming,8,0.0,34,7.0,6.34,Low,High,No,Never,Urban,Day Scholar,4,423,No,Moderate,YouTube,1.5,0.0,0.5,131,293,High,2.4,No,Yes,Yes,0.5,In a Relationship,Yes,2.31,20,Apple,Always,Mild,3.9,Yes,333,11.3,4.7,No,5.8,85,Yes,No
S0303,20,Other,1st,5.8,Entertainment,8,2.4,78,4.3,8.27,Low,Low,No,Often,Rural,Hostel,5,945,No,Mild,Instagram,1.2,7.3,1.1,136,197,Moderate,5.2,No,No,Yes,2.8,Single,Yes,3.91,45,Other,Often,Severe,0.9,Yes,30,7.3,6.2,Yes,1.6,58,Yes,No
S0304,23,Male,1st,5.6,Study,8,2.0,39,6.0,7.67,Low,High,No,Never,Rural,Day Scholar,3,1425,No,Moderate,YouTube,1.7,1.7,0.9,142,130,Low,7.2,No,Yes,Yes,0.0,Complicated,Yes,4.69,71,Samsung,Rarely,Moderate,2.2,No,356,6.4,6.5,Yes,2.8,46,No,No
S0305,19,Male,1st,6.5,Social Media,3,1.6,85,5.9,9.72,Moderate,High,No,Sometimes,Rural,Day Scholar,5,393,Yes,Moderate,Facebook,1.2,9.7,1.8,80,261,Low,8.2,No,Yes,No,1.6,Complicated,No,3.55,31,Other,Always,Mild,3.7,No,19,7.9,7.9,No,4.1,62,Yes,No
S0306,22,Female,1st,8.5,Gaming,2,2.0,77,7.0,6.98,Low,Low,Yes,Sometimes,Urban,Day Scholar,3,1652,No,Moderate,YouTube,1.7,4.9,1.2,57,269,Moderate,5.4,Yes,Yes,Yes,0.0,Complicated,Yes,4.81,57,Samsung,Rarely,None,1.7,Yes,96,7.6,3.9,No,1.4,50,Yes,Yes
S0307,21,Female,2nd,7.7,Entertainment,8,3.6,97,3.9,8.47,High,Low,Yes,Sometimes,Rural,Hostel,6,1957,No,Moderate,Facebook,2.1,1.3,0.1,93,134,Low,2.5,No,Yes,Yes,-0.0,In a Relationship,Yes,1.37,60,Samsung,Rarely,Moderate,1.9,Yes,42,11.0,4.7,Yes,0.0,39,Yes,Yes
S0308,19,Female,1st,5.4,Entertainment,3,2.0,38,9.0,7.45,Moderate,Low,Yes,Often,Rural,Day Scholar,8,1067,Yes,None,WhatsApp,1.1,1.6,0.4,137,298,Moderate,4.7,Yes,No,No,0.7,Complicated,No,1.24,72,Xiaomi,Rarely,Severe,2.5,Yes,468,7.9,8.4,No,0.0,68,No,Yes
S0309,25,Other,1st,6.8,Study,6,2.0,82,7.0,7.56,Low,Moderate,Yes,Often,Urban,Day Scholar,6,1415,Yes,Mild,YouTube,1.4,6.0,1.0,114,132,Low,8.1,Yes,No,Yes,3.6,Single,No,3.42,32,Apple,Always,None,2.7,No,370,3.3,6.3,Yes,5.7,76,No,Yes
S0310,23,Male,4th,7.9,Entertainment,9,1.4,77,6.6,6.34,Moderate,High,Yes,Never,Rural,Hostel,6,173,Yes,Severe,Snapchat,1.7,3.8,0.5,50,112,High,4.7,No,Yes,Yes,3.0,Single,No,4.86,95,Apple,Never,Mild,3.0,Yes,348,5.7,4.7,Yes,3.9,81,No,Yes
S0311,25,Male,2nd,6.6,Study,3,4.3,60,7.7,7.27,Moderate,Low,No,Often,Urban,Day Scholar,4,1898,Yes,Mild,Telegram,1.3,4.7,0.0,117,116,Moderate,7.3,No,No,Yes,1.2,In a Relationship,No,3.01,32,OnePlus,Often,Moderate,2.1,Yes,212,8.6,7.1,No,2.3,70,Yes,Yes
S0312,24,Other,2nd,6.0,Study,2,3.4,33,8.8,7.35,Moderate,Moderate,No,Often,Rural,Hostel,8,583,No,Mild,Snapchat,1.7,9.8,1.7,56,207,High,5.6,No,No,Yes,3.1,In a Relationship,Yes,1.21,37,Other,Often,None,1.2,No,13,6.7,4.5,Yes,2.3,76,Yes,Yes
S0313,21,Male,3rd,6.7,Gaming,7,0.5,23,7.4,8.53,High,High,No,Sometimes,Urban,Day Scholar,4,115,Yes,Mild,Telegram,1.8,2.9,1.4,56,246,High,3.2,Yes,Yes,No,3.3,Single,No,1.88,38,Xiaomi,Never,None,2.6,No,32,6.0,6.3,No,1.3,72,Yes,No
S0314,24,Female,2nd,4.9,Gaming,6,2.0,78,7.4,9.7,Low,Moderate,No,Never,Urban,Hostel,3,1649,Yes,Severe,YouTube,2.0,5.2,1.3,106,283,Low,8.2,Yes,Yes,No,1.8,In a Relationship,No,1.98,38,Apple,Never,Severe,1.0,No,206,5.7,5.0,No,3.3,66,Yes,No
S0315,20,Female,2nd,5.2,Social Media,2,3.5,27,6.6,6.65,Moderate,Moderate,No,Sometimes,Urban,Hostel,2,1459,Yes,Mild,YouTube,1.2,9.3,0.7,79,247,Moderate,1.8,Yes,No,No,0.0,Complicated,No,2.35,89,OnePlus,Rarely,None,2.3,No,318,5.2,7.9,Yes,4.4,93,Yes,No
S0316,25,Female,3rd,4.4,Gaming,9,4.3,51,6.4,5.21,Moderate,Low,Yes,Never,Rural,Hostel,7,892,Yes,Severe,Telegram,1.0,5.8,1.2,58,52,High,5.7,No,Yes,Yes,1.7,In a Relationship,Yes,1.17,67,Xiaomi,Always,Severe,2.1,Yes,378,7.5,4.7,Yes,1.2,89,Yes,No
S0317,20,Male,2nd,6.5,Gaming,3,3.8,66,6.0,7.48,Moderate,High,Yes,Never,Urban,Day Scholar,4,1996,Yes,Severe,Instagram,1.3,0.2,0.6,68,226,High,2.9,No,Yes,Yes,1.9,Complicated,Yes,4.62,90,Samsung,Rarely,Mild,2.1,Yes,398,5.7,2.0,Yes,3.5,54,No,No
S0318,18,Female,2nd,5.8,Study,4,2.6,92,5.7,7.72,Low,Moderate,Yes,Often,Urban,Day Scholar,3,615,Yes,None,YouTube,1.0,6.5,1.1,86,91,Moderate,1.6,No,Yes,Yes,0.2,Complicated,Yes,3.06,90,Apple,Often,Severe,1.9,Yes,283,9.7,5.3,No,1.3,51,No,Yes
S0319,24,Other,2nd,4.8,Gaming,5,1.1,21,5.8,5.84,Moderate,High,No,Sometimes,Rural,Hostel,8,1024,No,Moderate,Instagram,1.8,1.5,0.5,148,73,Low,5.5,No,Yes,Yes,2.6,Complicated,Yes,3.68,47,Other,Never,Moderate,3.0,No,282,5.3,5.0,No,2.8,72,No,Yes
S0320,23,Other,2nd,5.8,Study,9,3.9,91,5.1,8.8,Moderate,Low,No,Often,Urban,Hostel,5,1250,No,Severe,Instagram,0.9,9.2,1.8,121,93,High,5.5,No,No,No,2.4,Complicated,Yes,1.27,38,Xiaomi,Often,None,2.6,Yes,451,4.4,5.6,No,1.9,99,No,No
S0321,25,Male,3rd,6.7,Study,2,2.7,26,6.4,9.92,High,High,No,Often,Rural,Hostel,8,923,No,Moderate,Telegram,2.7,2.5,0.2,66,178,Low,7.4,Yes,Yes,Yes,2.7,Complicated,No,1.22,99,OnePlus,Never,Mild,2.7,Yes,460,7.0,6.8,No,4.8,65,Yes,No
S0322,22,Other,2nd,8.9,Gaming,8,3.1,39,4.8,9.73,Low,Moderate,No,Often,Rural,Hostel,6,617,Yes,Mild,Instagram,2.1,13.9,1.6,122,291,Moderate,7.7,Yes,No,Yes,2.4,Single,No,3.35,67,Other,Always,Severe,1.5,Yes,116,2.9,4.2,No,3.0,75,Yes,No
S0323,21,Other,2nd,7.5,Social Media,3,2.8,97,6.7,5.99,High,Moderate,Yes,Never,Urban,Hostel,6,228,Yes,Moderate,Instagram,1.5,9.4,1.0,93,164,Low,7.6,Yes,Yes,Yes,3.1,Single,No,4.55,48,Samsung,Rarely,Severe,0.4,No,378,2.2,4.8,No,0.7,51,Yes,Yes
S0324,19,Male,3rd,2.6,Social Media,8,1.6,84,6.5,9.38,Low,High,No,Sometimes,Urban,Hostel,6,610,No,Moderate,WhatsApp,1.9,2.6,0.8,77,231,Moderate,4.7,No,Yes,No,1.7,Single,Yes,3.11,67,Other,Often,Severe,1.6,Yes,387,8.2,6.0,Yes,2.8,64,Yes,Yes
S0325,23,Female,4th,6.4,Entertainment,8,3.4,108,6.6,8.52,Low,Moderate,Yes,Sometimes,Rural,Hostel,3,522,No,Moderate,Snapchat,0.7,5.1,1.1,51,229,Low,6.7,No,No,Yes,2.3,Complicated,No,4.51,38,OnePlus,Always,Mild,2.4,Yes,209,7.1,5.0,Yes,5.0,76,Yes,No
S0326,23,Female,1st,8.1,Entertainment,8,3.2,32,6.0,7.27,Low,Moderate,No,Often,Urban,Hostel,6,484,No,Mild,Instagram,2.8,7.3,1.4,129,85,Low,6.2,Yes,No,Yes,1.4,In a Relationship,Yes,4.24,66,Samsung,Often,Mild,2.0,No,449,2.8,6.1,Yes,0.6,62,Yes,Yes
S0327,20,Female,4th,4.0,Gaming,8,2.6,90,9.6,7.7,High,Moderate,Yes,Never,Urban,Hostel,4,331,No,Mild,Snapchat,1.2,7.4,1.7,59,256,High,4.8,No,No,Yes,1.1,In a Relationship,Yes,1.3,79,OnePlus,Never,Moderate,1.6,Yes,433,7.2,6.8,No,2.4,42,Yes,No
S0328,24,Male,3rd,6.8,Social Media,8,3.5,10,7.9,9.25,High,Low,No,Sometimes,Urban,Hostel,5,1058,Yes,Severe,Instagram,1.4,6.3,1.2,57,282,Low,6.4,Yes,No,Yes,4.0,Complicated,No,1.81,67,Apple,Often,Mild,2.2,No,352,6.4,6.0,Yes,2.2,85,Yes,No
S0329,25,Other,1st,5.6,Study,6,1.6,88,5.3,7.4,High,Low,No,Sometimes,Urban,Hostel,6,924,No,Severe,Snapchat,0.6,8.8,0.6,52,87,High,9.5,No,Yes,Yes,0.0,In a Relationship,No,3.63,39,OnePlus,Always,Severe,1.7,No,224,4.0,7.7,No,3.4,96,No,Yes
S0330,25,Female,3rd,7.7,Entertainment,2,2.7,41,6.7,6.87,High,Moderate,Yes,Often,Rural,Hostel,3,1318,Yes,None,YouTube,1.7,4.6,1.0,126,221,Moderate,2.7,No,Yes,No,3.3,Complicated,No,2.77,38,Other,Always,Mild,2.0,Yes,11,8.5,4.6,Yes,2.6,42,Yes,No
S0331,18,Female,3rd,6.6,Study,9,3.0,18,5.9,7.47,Moderate,High,Yes,Never,Rural,Day Scholar,5,164,Yes,Mild,YouTube,0.9,3.9,1.9,33,131,Moderate,9.2,No,No,Yes,1.1,In a Relationship,No,2.16,61,Apple,Rarely,Severe,0.0,No,130,10.0,5.1,Yes,3.7,79,No,Yes
S0332,18,Male,2nd,4.7,Entertainment,2,1.3,24,5.5,7.9,Moderate,Low,No,Often,Urban,Hostel,6,932,Yes,None,Snapchat,1.6,4.0,1.7,32,264,High,1.5,No,Yes,Yes,0.9,Complicated,Yes,2.67,96,Apple,Often,Moderate,2.8,No,112,10.8,8.2,Yes,1.6,86,Yes,No
S0333,21,Female,1st,5.7,Gaming,9,2.9,37,5.2,5.95,Moderate,High,Yes,Sometimes,Rural,Day Scholar,2,714,No,Mild,Instagram,1.2,7.6,1.5,90,224,Low,3.8,Yes,Yes,Yes,2.4,In a Relationship,Yes,2.78,95,Xiaomi,Never,Moderate,2.6,No,158,7.7,4.9,Yes,2.7,57,Yes,No
S0334,20,Male,2nd,5.8,Social Media,5,3.7,33,6.9,9.5,Low,Moderate,No,Never,Urban,Day Scholar,9,1400,No,Moderate,WhatsApp,1.0,6.1,1.4,125,78,Moderate,3.6,No,Yes,Yes,0.0,In a Relationship,Yes,4.64,68,Other,Often,Severe,4.1,Yes,445,7.0,9.7,No,2.6,94,No,Yes
S0335,23,Other,1st,5.8,Entertainment,3,2.7,69,5.8,8.37,Moderate,Moderate,No,Often,Urban,Day Scholar,6,1793,No,None,Snapchat,1.1,5.9,1.3,33,228,Moderate,6.6,Yes,No,Yes,0.8,Single,No,1.41,34,Other,Rarely,Mild,1.3,No,161,10.5,7.4,No,6.6,53,Yes,Yes
S0336,25,Male,3rd,7.7,Social Media,4,3.0,44,7.5,8.17,Low,High,Yes,Sometimes,Urban,Hostel,7,1347,Yes,None,Facebook,1.6,7.4,1.6,94,90,Moderate,2.2,Yes,No,No,0.7,In a Relationship,Yes,2.12,79,Samsung,Never,Mild,1.5,Yes,62,7.5,4.8,Yes,3.6,96,Yes,Yes
S0337,22,Male,3rd,4.7,Study,6,3.6,95,7.5,5.5,High,Low,No,Often,Urban,Day Scholar,8,900,Yes,None,WhatsApp,0.9,0.0,0.8,41,263,High,8.9,Yes,No,Yes,1.7,In a Relationship,No,3.15,87,OnePlus,Never,None,2.2,Yes,175,6.3,6.9,Yes,4.7,36,No,No
S0338,20,Male,4th,7.5,Gaming,3,2.6,36,7.9,8.02,Low,High,No,Often,Rural,Hostel,4,377,No,Mild,Facebook,1.1,5.9,0.3,42,241,Moderate,8.5,Yes,No,No,0.8,Complicated,Yes,3.79,98,OnePlus,Rarely,Moderate,2.0,No,413,5.7,6.4,No,6.7,53,Yes,No
S0339,21,Male,1st,5.5,Social Media,6,2.7,92,5.6,5.6,Low,High,Yes,Often,Urban,Day Scholar,5,1817,Yes,Severe,Snapchat,1.8,5.7,1.0,63,137,Moderate,6.9,Yes,No,No,4.4,In a Relationship,No,3.52,46,Other,Never,Moderate,3.6,No,315,8.1,3.8,No,3.5,38,No,No
S0340,21,Other,2nd,6.3,Gaming,9,1.8,118,7.0,5.39,Moderate,Moderate,No,Never,Rural,Hostel,4,465,No,None,Instagram,2.8,10.0,0.6,88,286,Moderate,5.1,No,No,Yes,4.7,In a Relationship,Yes,4.77,94,OnePlus,Always,Severe,1.6,Yes,176,3.7,8.3,Yes,2.5,44,Yes,No
S0341,20,Other,4th,6.1,Social Media,2,3.0,85,7.1,7.64,High,Low,No,Sometimes,Urban,Hostel,2,615,Yes,Severe,Facebook,1.7,0.4,0.5,122,97,Moderate,9.4,Yes,No,Yes,0.0,In a Relationship,No,4.18,74,Other,Always,None,1.8,No,325,9.3,7.2,Yes,1.0,85,Yes,No
S0342,21,Female,4th,6.0,Study,8,2.7,29,6.0,7.01,High,High,No,Sometimes,Rural,Day Scholar,2,1338,Yes,Mild,Snapchat,1.0,9.7,0.6,102,254,High,8.5,Yes,Yes,No,2.8,In a Relationship,No,3.23,34,Apple,Never,Mild,1.4,Yes,379,4.2,8.2,Yes,0.5,46,No,Yes
S0343,20,Other,4th,6.0,Study,5,3.5,74,5.7,7.94,Moderate,Low,No,Sometimes,Rural,Day Scholar,7,538,Yes,None,WhatsApp,1.3,5.2,2.2,60,274,High,5.5,Yes,Yes,Yes,3.3,In a Relationship,Yes,1.86,71,OnePlus,Often,Severe,3.5,Yes,484,5.3,7.6,Yes,0.0,48,Yes,Yes
